id,route,warehouse,delivery_time,delay_minutes,delay_reason,date
748,Route A,WH3,5.9,22,Mechanical Issue,2025-05-11
749,Route D,WH2,4.3,0,,2025-05-11
750,Route D,WH4,6.4,114,Traffic,2025-05-12
751,Route D,WH4,7.5,71,Staff Shortage,2025-05-12
752,Route C,WH1,3.2,48,Traffic,2025-05-12
753,Route D,WH3,3.5,117,Traffic,2025-05-13
754,Route C,WH1,6.5,48,Weather,2025-05-13
755,Route D,WH4,4.4,68,Mechanical Issue,2025-05-13
756,Route C,WH4,6.4,57,Staff Shortage,2025-05-13
757,Route D,WH3,5.8,115,Traffic,2025-05-13
758,Route D,WH4,5.7,30,Accident,2025-05-13
759,Route E,WH2,7.9,70,Traffic,2025-05-13
760,Route E,WH4,4.7,0,,2025-05-13
761,Route B,WH1,5.8,85,Mechanical Issue,2025-05-14
762,Route A,WH2,5.7,104,Accident,2025-05-14
763,Route B,WH1,4.2,84,Weather,2025-05-14
764,Route B,WH2,4.4,0,,2025-05-14
765,Route A,WH4,4.9,0,,2025-05-14
766,Route B,WH3,6.9,49,Staff Shortage,2025-05-14
767,Route D,WH1,6.6,0,,2025-05-14
768,Route E,WH4,5.9,0,,2025-05-15
769,Route D,WH2,6.9,98,Staff Shortage,2025-05-15
770,Route B,WH1,5.9,105,Staff Shortage,2025-05-15
771,Route D,WH2,3.1,78,Staff Shortage,2025-05-15
772,Route A,WH4,5.6,69,Traffic,2025-05-15
773,Route D,WH1,6.6,83,Staff Shortage,2025-05-16
774,Route D,WH3,3.7,26,Traffic,2025-05-16
775,Route A,WH2,3.5,36,Weather,2025-05-16
776,Route E,WH4,3.2,0,,2025-05-16
777,Route C,WH1,3.2,9,Mechanical Issue,2025-05-16
778,Route E,WH1,4.0,116,Accident,2025-05-16
779,Route B,WH1,6.6,81,Mechanical Issue,2025-05-16
780,Route B,WH4,7.0,90,Accident,2025-05-17
781,Route D,WH1,4.0,45,Accident,2025-05-17
782,Route E,WH3,7.9,88,Mechanical Issue,2025-05-17
783,Route E,WH4,4.1,0,,2025-05-18
784,Route B,WH2,3.7,78,Traffic,2025-05-18
785,Route C,WH1,6.2,76,Traffic,2025-05-18
786,Route A,WH4,4.2,0,,2025-05-18
787,Route E,WH3,5.6,85,Accident,2025-05-18
788,Route C,WH2,3.1,28,Staff Shortage,2025-05-19
789,Route E,WH3,3.4,16,Accident,2025-05-19
790,Route E,WH4,5.4,0,,2025-05-19
791,Route C,WH3,5.5,120,Weather,2025-05-19
792,Route E,WH1,5.4,0,,2025-05-19
793,Route A,WH4,7.1,59,Staff Shortage,2025-05-19
794,Route A,WH2,6.2,82,Staff Shortage,2025-05-20
795,Route C,WH2,7.9,86,Weather,2025-05-20
796,Route D,WH4,7.6,35,Accident,2025-05-20
797,Route A,WH2,6.9,101,Traffic,2025-05-20
798,Route D,WH1,3.2,89,Traffic,2025-05-21
799,Route A,WH4,7.2,62,Staff Shortage,2025-05-21
800,Route D,WH3,4.1,0,,2025-05-21
801,Route B,WH3,3.7,0,,2025-05-21
802,Route B,WH4,6.7,89,Traffic,2025-05-21
803,Route D,WH2,7.8,48,Accident,2025-05-21
804,Route C,WH2,6.1,89,Weather,2025-05-22
805,Route D,WH2,5.8,106,Accident,2025-05-22
806,Route A,WH3,4.3,0,,2025-05-22
807,Route A,WH4,7.9,107,Weather,2025-05-22
808,Route B,WH2,7.9,38,Weather,2025-05-22
809,Route B,WH2,8.0,10,Accident,2025-05-22
810,Route A,WH1,3.4,0,,2025-05-22
811,Route A,WH1,3.1,120,Staff Shortage,2025-05-23
812,Route A,WH4,4.1,30,Traffic,2025-05-23
813,Route C,WH2,7.2,107,Staff Shortage,2025-05-23
814,Route A,WH3,5.6,24,Staff Shortage,2025-05-24
815,Route D,WH3,6.9,65,Mechanical Issue,2025-05-24
816,Route B,WH2,5.5,84,Weather,2025-05-24
817,Route B,WH4,4.9,88,Mechanical Issue,2025-05-24
818,Route B,WH3,5.1,64,Staff Shortage,2025-05-24
819,Route D,WH1,3.8,115,Accident,2025-05-24
820,Route B,WH3,7.2,102,Mechanical Issue,2025-05-24
821,Route B,WH1,6.8,20,Staff Shortage,2025-05-24
822,Route A,WH4,5.1,113,Accident,2025-05-25
823,Route B,WH1,4.8,28,Traffic,2025-05-25
824,Route A,WH2,6.4,30,Traffic,2025-05-25
825,Route E,WH3,3.4,50,Accident,2025-05-25
826,Route C,WH2,4.3,0,,2025-05-25
827,Route D,WH1,6.6,66,Traffic,2025-05-26
828,Route A,WH1,5.3,87,Staff Shortage,2025-05-26
829,Route B,WH2,7.4,60,Traffic,2025-05-26
830,Route A,WH1,4.5,117,Accident,2025-05-27
831,Route A,WH1,3.2,7,Weather,2025-05-27
832,Route A,WH4,6.8,83,Accident,2025-05-27
833,Route C,WH1,3.7,11,Accident,2025-05-27
834,Route B,WH1,7.7,0,,2025-05-27
835,Route A,WH3,5.1,119,Mechanical Issue,2025-05-27
836,Route A,WH1,4.5,67,Mechanical Issue,2025-05-27
837,Route C,WH1,7.7,27,Staff Shortage,2025-05-27
838,Route C,WH4,7.7,87,Accident,2025-05-28
839,Route A,WH1,5.0,49,Weather,2025-05-28
840,Route B,WH1,4.3,75,Mechanical Issue,2025-05-28
841,Route A,WH1,3.8,81,Mechanical Issue,2025-05-28
842,Route C,WH4,6.8,25,Staff Shortage,2025-05-29
843,Route A,WH3,6.8,0,,2025-05-29
844,Route C,WH4,5.6,93,Traffic,2025-05-29
845,Route D,WH4,3.5,0,,2025-05-29
846,Route A,WH3,6.7,0,,2025-05-30
847,Route A,WH4,4.1,111,Weather,2025-05-30
848,Route B,WH2,7.5,12,Staff Shortage,2025-05-30
849,Route B,WH4,7.1,59,Mechanical Issue,2025-05-30
850,Route E,WH2,4.9,36,Weather,2025-05-30
851,Route E,WH4,5.3,76,Accident,2025-05-31
852,Route B,WH2,4.2,0,,2025-05-31
853,Route A,WH2,6.6,27,Mechanical Issue,2025-05-31
854,Route D,WH2,7.1,92,Mechanical Issue,2025-05-31
855,Route E,WH4,7.8,32,Staff Shortage,2025-05-31
856,Route D,WH1,3.9,0,,2025-05-31
857,Route E,WH2,6.9,31,Staff Shortage,2025-05-31
858,Route D,WH2,3.1,44,Weather,2025-05-31
859,Route D,WH3,3.5,15,Weather,2025-06-01
860,Route C,WH1,5.1,63,Accident,2025-06-01
861,Route C,WH4,4.8,119,Mechanical Issue,2025-06-01
862,Route B,WH4,3.9,0,,2025-06-01
863,Route D,WH4,6.9,38,Weather,2025-06-02
864,Route C,WH2,4.9,87,Mechanical Issue,2025-06-02
865,Route A,WH3,4.7,114,Mechanical Issue,2025-06-02
866,Route D,WH4,4.0,61,Mechanical Issue,2025-06-02
867,Route C,WH2,4.9,79,Mechanical Issue,2025-06-02
868,Route C,WH1,4.6,114,Mechanical Issue,2025-06-02
869,Route D,WH1,5.6,14,Traffic,2025-06-02
870,Route A,WH3,6.2,30,Traffic,2025-06-03
871,Route A,WH4,4.6,44,Accident,2025-06-03
872,Route B,WH3,4.9,90,Weather,2025-06-03
873,Route C,WH2,7.6,97,Traffic,2025-06-03
874,Route A,WH2,3.8,77,Mechanical Issue,2025-06-04
875,Route E,WH1,6.9,116,Mechanical Issue,2025-06-04
876,Route D,WH2,4.9,11,Traffic,2025-06-04
877,Route C,WH2,3.7,48,Weather,2025-06-04
878,Route E,WH4,4.9,34,Traffic,2025-06-04
879,Route E,WH4,4.1,95,Accident,2025-06-04
880,Route B,WH3,6.2,86,Mechanical Issue,2025-06-04
881,Route C,WH4,4.3,13,Traffic,2025-06-05
882,Route C,WH4,6.0,42,Mechanical Issue,2025-06-05
883,Route D,WH4,6.3,82,Staff Shortage,2025-06-05
884,Route B,WH4,7.0,82,Weather,2025-06-05
885,Route A,WH1,6.1,51,Traffic,2025-06-05
886,Route B,WH1,6.8,0,,2025-06-05
887,Route E,WH4,6.3,19,Traffic,2025-06-05
888,Route A,WH3,7.8,0,,2025-06-05
889,Route C,WH1,4.2,99,Staff Shortage,2025-06-06
890,Route E,WH4,6.8,69,Weather,2025-06-06
891,Route C,WH2,5.0,75,Accident,2025-06-06
892,Route D,WH1,3.1,76,Traffic,2025-06-06
893,Route A,WH1,3.8,102,Staff Shortage,2025-06-06
894,Route E,WH4,6.1,9,Traffic,2025-06-06
895,Route A,WH3,5.2,77,Traffic,2025-06-06
896,Route B,WH1,5.0,0,,2025-06-07
897,Route C,WH3,5.9,88,Weather,2025-06-07
898,Route C,WH3,3.8,116,Staff Shortage,2025-06-07
899,Route A,WH2,3.6,36,Accident,2025-06-07
900,Route A,WH2,6.1,0,,2025-06-08
901,Route B,WH3,5.1,93,Staff Shortage,2025-06-08
902,Route B,WH1,6.6,9,Weather,2025-06-08
903,Route A,WH2,7.9,52,Accident,2025-06-08
904,Route C,WH4,7.6,12,Mechanical Issue,2025-06-08
905,Route B,WH1,6.6,76,Mechanical Issue,2025-06-08
906,Route A,WH2,7.3,0,,2025-06-09
907,Route D,WH1,3.1,0,,2025-06-09
908,Route A,WH2,6.9,0,,2025-06-09
909,Route A,WH2,3.7,103,Traffic,2025-06-09
910,Route B,WH4,3.2,7,Mechanical Issue,2025-06-10
911,Route B,WH4,5.0,84,Accident,2025-06-10
912,Route A,WH2,6.4,81,Accident,2025-06-10
913,Route D,WH3,7.8,26,Traffic,2025-06-10
914,Route E,WH4,3.7,113,Mechanical Issue,2025-06-10
915,Route D,WH1,3.3,0,,2025-06-11
916,Route D,WH4,4.0,36,Mechanical Issue,2025-06-11
917,Route A,WH3,4.8,17,Mechanical Issue,2025-06-11
918,Route A,WH1,4.7,46,Weather,2025-06-11
919,Route D,WH3,4.9,0,,2025-06-12
920,Route C,WH4,6.2,0,,2025-06-12
921,Route D,WH2,7.0,24,Weather,2025-06-12
922,Route B,WH1,4.3,8,Mechanical Issue,2025-06-12
923,Route D,WH4,5.3,0,,2025-06-12
924,Route A,WH2,7.6,85,Traffic,2025-06-12
925,Route D,WH2,4.1,0,,2025-06-12
926,Route A,WH3,3.6,56,Mechanical Issue,2025-06-13
927,Route B,WH4,7.3,69,Traffic,2025-06-13
928,Route C,WH4,8.0,0,,2025-06-13
929,Route D,WH2,6.2,104,Mechanical Issue,2025-06-13
930,Route E,WH2,3.8,74,Mechanical Issue,2025-06-13
931,Route E,WH1,6.7,0,,2025-06-13
932,Route C,WH3,7.4,55,Mechanical Issue,2025-06-13
933,Route A,WH4,4.2,32,Accident,2025-06-14
934,Route C,WH1,6.1,0,,2025-06-14
935,Route D,WH3,3.9,93,Accident,2025-06-14
936,Route C,WH1,5.1,98,Weather,2025-06-14
937,Route B,WH2,7.4,65,Mechanical Issue,2025-06-14
938,Route E,WH2,7.9,80,Traffic,2025-06-14
939,Route D,WH4,7.1,36,Traffic,2025-06-14
940,Route B,WH2,5.5,55,Staff Shortage,2025-06-15
941,Route D,WH1,3.6,8,Traffic,2025-06-15
942,Route E,WH4,4.5,84,Mechanical Issue,2025-06-15
943,Route D,WH4,4.0,85,Mechanical Issue,2025-06-15
944,Route E,WH2,5.0,0,,2025-06-16
945,Route A,WH2,3.8,21,Accident,2025-06-16
946,Route D,WH4,3.7,72,Weather,2025-06-16
947,Route A,WH1,7.4,11,Mechanical Issue,2025-06-16
948,Route A,WH2,7.9,40,Accident,2025-06-17
949,Route C,WH3,6.9,95,Accident,2025-06-17
950,Route B,WH3,5.9,91,Traffic,2025-06-17
951,Route B,WH2,4.0,86,Accident,2025-06-17
952,Route B,WH1,3.2,0,,2025-06-18
953,Route C,WH1,6.3,48,Mechanical Issue,2025-06-18
954,Route A,WH4,6.0,13,Traffic,2025-06-18
955,Route C,WH1,7.9,0,,2025-06-18
956,Route E,WH3,6.0,97,Mechanical Issue,2025-06-18
957,Route C,WH3,5.7,107,Accident,2025-06-18
958,Route B,WH4,6.4,70,Traffic,2025-06-18
959,Route D,WH4,4.4,62,Staff Shortage,2025-06-18
960,Route A,WH1,7.2,12,Traffic,2025-06-19
961,Route C,WH4,6.9,59,Staff Shortage,2025-06-19
962,Route A,WH1,6.9,17,Traffic,2025-06-19
963,Route E,WH1,7.1,35,Accident,2025-06-19
964,Route A,WH4,3.4,41,Staff Shortage,2025-06-19
965,Route D,WH3,6.4,7,Weather,2025-06-19
966,Route A,WH2,5.1,79,Traffic,2025-06-19
967,Route A,WH4,5.5,28,Staff Shortage,2025-06-19
968,Route E,WH4,5.6,0,,2025-06-20
969,Route D,WH1,6.8,22,Accident,2025-06-20
970,Route E,WH3,7.5,100,Traffic,2025-06-20
971,Route A,WH4,3.0,23,Weather,2025-06-21
972,Route A,WH1,3.0,61,Accident,2025-06-21
973,Route C,WH3,4.3,39,Weather,2025-06-21
974,Route E,WH2,5.9,112,Traffic,2025-06-21
975,Route B,WH4,4.8,0,,2025-06-21
976,Route E,WH3,3.7,75,Traffic,2025-06-22
977,Route A,WH4,5.6,49,Accident,2025-06-22
978,Route A,WH2,7.0,0,,2025-06-22
979,Route A,WH3,4.9,50,Traffic,2025-06-22
980,Route C,WH1,3.9,0,,2025-06-22
981,Route A,WH2,4.1,30,Staff Shortage,2025-06-22
982,Route C,WH2,6.1,57,Traffic,2025-06-22
983,Route B,WH1,4.4,78,Traffic,2025-06-23
984,Route A,WH3,4.5,55,Weather,2025-06-23
985,Route B,WH4,4.8,73,Traffic,2025-06-23
986,Route D,WH1,7.5,90,Accident,2025-06-23
987,Route D,WH4,5.1,104,Accident,2025-06-24
988,Route C,WH2,5.3,66,Traffic,2025-06-24
989,Route B,WH4,4.1,87,Weather,2025-06-24
990,Route A,WH1,3.4,13,Traffic,2025-06-24
991,Route C,WH3,3.0,48,Weather,2025-06-24
992,Route E,WH2,7.2,110,Mechanical Issue,2025-06-24
993,Route C,WH3,7.2,86,Staff Shortage,2025-06-25
994,Route A,WH3,5.6,41,Traffic,2025-06-25
995,Route B,WH4,4.8,13,Accident,2025-06-25
996,Route C,WH3,6.3,13,Weather,2025-06-25
997,Route C,WH4,6.5,0,,2025-06-25
998,Route A,WH2,7.8,93,Mechanical Issue,2025-06-25
999,Route B,WH2,3.9,87,Accident,2025-06-25
1000,Route B,WH4,6.7,20,Accident,2025-06-26
1001,Route A,WH2,6.6,50,Traffic,2025-06-26
1002,Route A,WH2,3.1,66,Traffic,2025-06-26
1003,Route A,WH1,7.0,21,Accident,2025-06-26
1004,Route D,WH1,4.1,7,Mechanical Issue,2025-06-27
1005,Route E,WH2,6.4,25,Traffic,2025-06-27
1006,Route E,WH1,6.9,104,Accident,2025-06-27
1007,Route C,WH2,3.8,62,Traffic,2025-06-27
1008,Route A,WH2,6.5,21,Weather,2025-06-27
1009,Route A,WH4,5.1,73,Accident,2025-06-28
1010,Route B,WH4,5.5,52,Accident,2025-06-28
1011,Route C,WH4,7.7,58,Staff Shortage,2025-06-28
1012,Route C,WH3,5.6,72,Weather,2025-06-28
1013,Route B,WH3,4.8,14,Accident,2025-06-29
1014,Route D,WH3,4.9,67,Mechanical Issue,2025-06-29
1015,Route C,WH4,5.9,14,Staff Shortage,2025-06-29
1016,Route D,WH1,6.6,0,,2025-06-29
1017,Route A,WH3,5.5,0,,2025-06-29
1018,Route B,WH4,7.2,0,,2025-06-29
1019,Route E,WH1,7.9,111,Mechanical Issue,2025-06-29
1020,Route D,WH3,3.2,21,Mechanical Issue,2025-06-29
1021,Route C,WH2,7.6,17,Accident,2025-06-30
1022,Route A,WH1,5.7,0,,2025-06-30
1023,Route A,WH4,4.3,92,Traffic,2025-06-30
1024,Route A,WH4,5.1,0,,2025-07-01
1025,Route B,WH2,6.2,82,Accident,2025-07-01
1026,Route C,WH1,4.8,13,Weather,2025-07-01
1027,Route A,WH2,3.9,87,Traffic,2025-07-01
1028,Route E,WH4,4.0,115,Mechanical Issue,2025-07-01
1029,Route B,WH3,6.5,52,Traffic,2025-07-01
1030,Route D,WH1,3.9,41,Weather,2025-07-02
1031,Route E,WH4,5.1,115,Mechanical Issue,2025-07-02
1032,Route D,WH3,6.2,100,Accident,2025-07-02
1033,Route A,WH1,6.4,110,Traffic,2025-07-02
1034,Route E,WH3,6.3,17,Accident,2025-07-02
1035,Route E,WH4,4.4,31,Traffic,2025-07-02
1036,Route B,WH3,6.2,70,Weather,2025-07-03
1037,Route C,WH2,6.0,10,Traffic,2025-07-03
1038,Route A,WH4,6.7,21,Staff Shortage,2025-07-03
1039,Route D,WH1,4.0,0,,2025-07-03
1040,Route C,WH4,7.5,0,,2025-07-03
1041,Route A,WH1,3.1,40,Staff Shortage,2025-07-03
1042,Route A,WH1,6.8,45,Accident,2025-07-03
1043,Route C,WH4,3.4,61,Mechanical Issue,2025-07-04
1044,Route B,WH1,3.6,40,Staff Shortage,2025-07-04
1045,Route E,WH4,6.8,63,Weather,2025-07-04
1046,Route E,WH2,6.9,37,Accident,2025-07-04
1047,Route E,WH3,5.1,74,Traffic,2025-07-04
1048,Route D,WH1,5.3,0,,2025-07-04
1049,Route D,WH4,4.1,115,Weather,2025-07-05
1050,Route B,WH2,5.6,23,Weather,2025-07-05
1051,Route D,WH1,4.0,99,Traffic,2025-07-05
1052,Route E,WH4,7.9,70,Mechanical Issue,2025-07-05
1053,Route D,WH4,6.1,19,Weather,2025-07-05
1054,Route B,WH2,3.7,0,,2025-07-06
1055,Route C,WH1,3.7,33,Traffic,2025-07-06
1056,Route E,WH4,7.0,117,Staff Shortage,2025-07-06
1057,Route B,WH2,7.1,114,Traffic,2025-07-06
1058,Route B,WH4,5.8,0,,2025-07-06
1059,Route D,WH2,5.9,29,Traffic,2025-07-06
1060,Route B,WH1,6.1,0,,2025-07-07
1061,Route E,WH1,4.4,30,Mechanical Issue,2025-07-07
1062,Route E,WH2,6.2,0,,2025-07-07
1063,Route A,WH4,5.3,44,Accident,2025-07-07
1064,Route D,WH1,6.9,21,Staff Shortage,2025-07-07
1065,Route A,WH2,3.2,71,Accident,2025-07-07
1066,Route A,WH4,5.9,65,Traffic,2025-07-07
1067,Route E,WH2,5.0,76,Weather,2025-07-08
1068,Route E,WH1,4.6,47,Traffic,2025-07-08
1069,Route B,WH4,7.1,0,,2025-07-08
1070,Route A,WH4,6.1,81,Traffic,2025-07-08
1071,Route B,WH1,6.5,59,Accident,2025-07-08
1072,Route C,WH3,4.2,116,Traffic,2025-07-08
1073,Route C,WH3,6.8,81,Traffic,2025-07-08
1074,Route E,WH4,6.0,38,Traffic,2025-07-08
1075,Route C,WH2,6.5,83,Weather,2025-07-09
1076,Route A,WH2,6.1,94,Accident,2025-07-09
1077,Route A,WH4,6.5,0,,2025-07-09
1078,Route C,WH1,7.2,32,Staff Shortage,2025-07-10
1079,Route B,WH1,6.6,52,Weather,2025-07-10
1080,Route D,WH3,7.1,43,Accident,2025-07-10
1081,Route D,WH1,4.9,106,Traffic,2025-07-10
1082,Route E,WH2,4.9,87,Mechanical Issue,2025-07-10
1083,Route A,WH2,7.1,97,Traffic,2025-07-11
1084,Route E,WH2,5.2,90,Mechanical Issue,2025-07-11
1085,Route B,WH2,5.4,0,,2025-07-11
1086,Route C,WH2,7.7,73,Mechanical Issue,2025-07-12
1087,Route C,WH2,7.8,84,Mechanical Issue,2025-07-12
1088,Route C,WH2,5.3,0,,2025-07-12
1089,Route D,WH3,5.7,113,Accident,2025-07-12
1090,Route B,WH3,5.7,47,Weather,2025-07-12
1091,Route B,WH4,6.4,78,Staff Shortage,2025-07-13
1092,Route C,WH3,5.9,12,Accident,2025-07-13
1093,Route C,WH4,7.6,86,Mechanical Issue,2025-07-13
1094,Route E,WH1,3.9,21,Weather,2025-07-13
1095,Route E,WH2,3.2,94,Staff Shortage,2025-07-13
1096,Route A,WH4,6.1,57,Accident,2025-07-14
1097,Route B,WH2,3.1,54,Weather,2025-07-14
1098,Route C,WH1,4.3,0,,2025-07-14
1099,Route C,WH3,4.3,0,,2025-07-15
1100,Route A,WH4,4.7,0,,2025-07-15
1101,Route D,WH2,6.8,0,,2025-07-15
1102,Route A,WH2,3.4,54,Mechanical Issue,2025-07-15
1103,Route A,WH2,4.9,16,Staff Shortage,2025-07-15
1104,Route B,WH4,7.1,0,,2025-07-16
1105,Route D,WH3,7.5,60,Accident,2025-07-16
1106,Route A,WH3,7.8,15,Traffic,2025-07-16
1107,Route E,WH1,7.2,104,Mechanical Issue,2025-07-17
1108,Route D,WH2,5.5,0,,2025-07-17
1109,Route B,WH2,4.0,35,Accident,2025-07-17
1110,Route B,WH1,6.3,37,Staff Shortage,2025-07-17
1111,Route B,WH1,4.2,99,Staff Shortage,2025-07-17
1112,Route E,WH3,7.9,41,Mechanical Issue,2025-07-17
1113,Route D,WH1,6.7,115,Traffic,2025-07-17
1114,Route E,WH2,4.0,116,Weather,2025-07-17
1115,Route A,WH4,3.6,0,,2025-07-18
1116,Route E,WH4,4.1,22,Accident,2025-07-18
1117,Route B,WH3,3.3,53,Staff Shortage,2025-07-18
1118,Route B,WH4,6.5,25,Mechanical Issue,2025-07-18
1119,Route E,WH1,7.0,89,Staff Shortage,2025-07-18
1120,Route E,WH4,3.6,12,Mechanical Issue,2025-07-18
1121,Route B,WH4,5.0,10,Accident,2025-07-18
1122,Route C,WH4,3.4,60,Mechanical Issue,2025-07-18
1123,Route D,WH2,3.0,0,,2025-07-19
1124,Route E,WH1,5.2,86,Weather,2025-07-19
1125,Route B,WH3,4.1,74,Accident,2025-07-19
1126,Route B,WH4,4.1,0,,2025-07-20
1127,Route E,WH3,6.6,57,Accident,2025-07-20
1128,Route D,WH2,7.9,36,Accident,2025-07-20
1129,Route D,WH2,5.8,22,Staff Shortage,2025-07-21
1130,Route B,WH4,5.5,34,Staff Shortage,2025-07-21
1131,Route C,WH2,3.9,102,Staff Shortage,2025-07-21
1132,Route D,WH3,3.3,8,Traffic,2025-07-21
1133,Route A,WH3,6.3,0,,2025-07-21
1134,Route C,WH2,4.4,56,Weather,2025-07-21
1135,Route E,WH2,7.0,68,Accident,2025-07-21
1136,Route E,WH1,3.8,0,,2025-07-21
1137,Route A,WH4,7.7,101,Staff Shortage,2025-07-22
1138,Route A,WH2,5.3,8,Mechanical Issue,2025-07-22
1139,Route A,WH4,3.9,82,Weather,2025-07-22
1140,Route C,WH1,6.7,92,Mechanical Issue,2025-07-22
1141,Route B,WH4,3.3,52,Accident,2025-07-22
1142,Route C,WH1,3.8,0,,2025-07-23
1143,Route D,WH4,5.3,82,Weather,2025-07-23
1144,Route D,WH2,7.0,75,Accident,2025-07-23
1145,Route B,WH4,7.2,26,Traffic,2025-07-23
1146,Route C,WH2,7.7,66,Staff Shortage,2025-07-23
1147,Route B,WH2,5.5,28,Weather,2025-07-24
1148,Route C,WH3,7.0,84,Weather,2025-07-24
1149,Route D,WH4,7.1,0,,2025-07-24
1150,Route C,WH2,7.6,26,Mechanical Issue,2025-07-25
1151,Route B,WH4,7.6,0,,2025-07-25
1152,Route C,WH2,4.0,110,Traffic,2025-07-25
1153,Route D,WH4,5.5,111,Staff Shortage,2025-07-26
1154,Route B,WH2,6.6,0,,2025-07-26
1155,Route E,WH4,6.1,0,,2025-07-26
1156,Route C,WH4,6.8,95,Accident,2025-07-27
1157,Route A,WH2,4.1,0,,2025-07-27
1158,Route C,WH4,7.8,91,Accident,2025-07-27
1159,Route B,WH3,6.6,35,Accident,2025-07-27
1160,Route A,WH2,6.3,22,Staff Shortage,2025-07-27
1161,Route C,WH3,7.6,85,Staff Shortage,2025-07-27
1162,Route C,WH4,7.7,115,Accident,2025-07-27
1163,Route A,WH3,5.5,0,,2025-07-28
1164,Route D,WH3,6.1,49,Mechanical Issue,2025-07-28
1165,Route D,WH1,4.7,46,Accident,2025-07-28
1166,Route D,WH3,7.0,18,Weather,2025-07-28
1167,Route E,WH2,3.1,84,Traffic,2025-07-28
1168,Route E,WH3,5.9,0,,2025-07-28
1169,Route C,WH4,7.5,56,Traffic,2025-07-28
1170,Route D,WH2,5.8,0,,2025-07-29
1171,Route E,WH3,4.6,63,Staff Shortage,2025-07-29
1172,Route B,WH4,7.0,60,Traffic,2025-07-29
1173,Route B,WH1,7.4,75,Traffic,2025-07-29
1174,Route D,WH4,4.7,0,,2025-07-29
1175,Route B,WH1,6.4,89,Traffic,2025-07-29
1176,Route E,WH4,7.5,11,Mechanical Issue,2025-07-29
1177,Route D,WH4,4.0,75,Staff Shortage,2025-07-30
1178,Route C,WH2,3.0,77,Mechanical Issue,2025-07-30
1179,Route D,WH2,4.5,37,Staff Shortage,2025-07-30
1180,Route C,WH4,6.2,27,Weather,2025-07-31
1181,Route B,WH3,6.6,19,Staff Shortage,2025-07-31
1182,Route A,WH3,5.7,13,Staff Shortage,2025-07-31
1183,Route D,WH2,5.9,62,Accident,2025-07-31
1184,Route C,WH1,4.4,5,Staff Shortage,2025-07-31
1185,Route A,WH2,5.9,111,Mechanical Issue,2025-07-31
1186,Route C,WH1,5.6,92,Mechanical Issue,2025-08-01
1187,Route D,WH2,5.7,27,Accident,2025-08-01
1188,Route C,WH3,6.9,27,Weather,2025-08-01
1189,Route B,WH4,3.6,0,,2025-08-01
1190,Route C,WH3,6.1,7,Accident,2025-08-02
1191,Route E,WH4,4.7,42,Accident,2025-08-02
1192,Route A,WH1,5.8,96,Accident,2025-08-02
1193,Route B,WH2,7.5,53,Staff Shortage,2025-08-02
1194,Route A,WH2,5.1,70,Traffic,2025-08-02
1195,Route E,WH1,4.0,0,,2025-08-02
1196,Route B,WH3,5.9,0,,2025-08-02
1197,Route A,WH3,3.5,113,Mechanical Issue,2025-08-03
1198,Route B,WH1,3.6,5,Mechanical Issue,2025-08-03
1199,Route B,WH4,5.7,34,Traffic,2025-08-03
1200,Route D,WH2,5.2,0,,2025-08-03
1201,Route E,WH2,4.0,62,Staff Shortage,2025-08-04
1202,Route C,WH1,6.1,0,,2025-08-04
1203,Route D,WH3,4.5,25,Traffic,2025-08-04
1204,Route A,WH1,4.4,101,Mechanical Issue,2025-08-04
1205,Route A,WH2,5.4,74,Mechanical Issue,2025-08-04
1206,Route E,WH3,5.2,118,Weather,2025-08-04
1207,Route B,WH2,6.9,113,Accident,2025-08-04
1208,Route B,WH3,5.5,19,Accident,2025-08-05
1209,Route B,WH4,4.7,120,Mechanical Issue,2025-08-05
1210,Route D,WH2,7.9,95,Accident,2025-08-05
1211,Route E,WH2,3.0,26,Weather,2025-08-05
1212,Route D,WH4,4.1,49,Mechanical Issue,2025-08-05
1213,Route B,WH2,7.8,0,,2025-08-06
1214,Route C,WH4,3.7,86,Staff Shortage,2025-08-06
1215,Route C,WH3,5.3,14,Mechanical Issue,2025-08-06
1216,Route B,WH2,6.5,47,Traffic,2025-08-06
1217,Route C,WH2,3.9,17,Accident,2025-08-06
1218,Route A,WH1,6.0,44,Staff Shortage,2025-08-06
1219,Route A,WH2,6.1,89,Staff Shortage,2025-08-06
1220,Route D,WH1,4.9,34,Staff Shortage,2025-08-07
1221,Route B,WH2,3.3,91,Staff Shortage,2025-08-07
1222,Route B,WH4,6.9,53,Weather,2025-08-07
1223,Route E,WH1,7.1,10,Traffic,2025-08-07
1224,Route A,WH2,5.9,103,Weather,2025-08-07
1225,Route A,WH4,7.9,61,Traffic,2025-08-07
1226,Route D,WH2,7.2,0,,2025-08-07
1227,Route C,WH4,7.2,107,Staff Shortage,2025-08-07
1228,Route D,WH4,4.6,0,,2025-08-08
1229,Route E,WH2,4.2,37,Staff Shortage,2025-08-08
1230,Route B,WH4,4.2,80,Mechanical Issue,2025-08-08
1231,Route C,WH2,6.2,28,Traffic,2025-08-08
1232,Route B,WH4,4.8,48,Accident,2025-08-08
1233,Route E,WH1,6.0,79,Accident,2025-08-08
1234,Route D,WH4,7.9,41,Staff Shortage,2025-08-08
1235,Route B,WH2,5.2,31,Accident,2025-08-08
1236,Route B,WH3,7.4,118,Accident,2025-08-09
